NUM_PPI,MODALIDAD_PP,DESC_PP,ID_ENTIDAD_FEDERATIVA,ENTIDAD_FEDERATIVA,ID_MUNICIPIO,MUNICIPIO,DESC_PPI,MONTO_APROBADO,MONTO_PAGADO
1,U057,FONDO METROPOLITANO,1,AGUASCALIENTES,1,AGUASCALIENTES,"REGENERACIÓN DE LA IMAGEN URBANA DE CALLE GALEANA (TERCERA ETAPA ,   C. VICENCIO - C. ECUADOR.)",30900000,30869100
2,U057,FONDO METROPOLITANO,1,AGUASCALIENTES,1,AGUASCALIENTES,PROYECTO EJECUTIVO Y ANÁLISIS COSTO BENEFICIO DE LA CONSTRUCCIÓN DE PASO A DESNIVEL EN AV. MIGUEL DE LA MADRID CRUCE CON COLOSIO,1000000,999000
3,U057,FONDO METROPOLITANO,1,AGUASCALIENTES,1,AGUASCALIENTES,PROYECTO EJECUTIVO DE LA CONSTRUCCIÓN DE AV. GARZA SADA - LIBRAMIENTO A ¨POCITOS (AGS - JESÚS MARÍA).,520000,519480
4,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,1,AGUASCALIENTES,PAVIMENTO BOULEVARD GUADALUPANO,16000000,15984000
5,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,1,AGUASCALIENTES,"PAVIMENTO CALLE PARRAS ,   TRAMO AV. MOSCATEL-AV. AGUASCALIENTES ORIENTE",3500000,3496500
6,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,1,AGUASCALIENTES,"PAVIMENTO HIDRÁULICO ,   GUARNICIÓN Y BANQUETA EN CRUCERO TRAMO AV. GERÓNIMO DE LA CUEVA ,   RODRIGO RINCÓN Y AV. JOSÉ DE JESÚS ,   FRACC. VILLA DE NTRA. SRA. DE LA ASUCNIÓN SECT. GUADALUPE",3500000,3496500
7,U075,FONDO PARA LA ACCESIBILIDAD DE LAS PERSONAS CON DISCAPACIDAD,1,AGUASCALIENTES,1,AGUASCALIENTES,“REHABILITACIÓN Y AMPLIACIÓN  DEL CENTRO DE REHABILITACIÓN E INTEGRACIÓN SOCIAL”,5909756,5909756
8,U076,FONDO DE APOYO EN INFRAESTRUCTURA Y PRODUCTIVIDAD,1,AGUASCALIENTES,1,Aguascalientes,CONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES EN EL FRACC. CARTAGENA,4400000,4400000
9,U076,FONDO DE APOYO EN INFRAESTRUCTURA Y PRODUCTIVIDAD,1,AGUASCALIENTES,1,Aguascalientes,CONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES EN EL FRACC. FIDEL VELÁZQUEZ,4200000,4200000
10,U076,FONDO DE APOYO EN INFRAESTRUCTURA Y PRODUCTIVIDAD,1,AGUASCALIENTES,1,Aguascalientes,CONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES EN EL FRACC. J. GUADALUPE PERALTA,4200000,4200000
11,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,1,AGUASCALIENTES,INFRAESTRUCTURA DEPORTIVA PARA MODERNIZAR EL PARQUE MUNICIPAL UBICADO EN AV. AGUASCALIENTES SUR ESQ. AV. LAS AMÉRICAS,3500000,3496500
12,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,1,AGUASCALIENTES,"CONSTRUCCIÓN DE GIMNASIO AL AIRE LIBRE ,   JUEGOS LÚDICOS Y TECHUMBRE ,   FRACC. SAN CAYETANO ",3500000,3496500
13,U091,FONDO DE CULTURA,1,AGUASCALIENTES,1,AGUASCALIENTES,CONSTRUCCIÓN DE INSTALACIONES PARA FORO CULTURAL POCITOS,3100000,3096900
14,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,1,AGUASCALIENTES,"CONSTRUCCIÓN ,   REHABILITACIÓN Y MODERNIZACIÓN DEL COMPLEJO TRES CENTURIAS EN AGUASCALIENTES ,   TERCERA ETAPA",150000000,149850000
15,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,1,AGUASCALIENTES,"CONSOLIDACIÓN DEL CAMPUS UNIVERSITARIO SUR DE LA UAA EN AGUASCALIENTES ,   AGUASCALIENTES. TERCERA ETAPA",70000000,0
16,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,1,AGUASCALIENTES,PROLONGACIÓN DE PASO A DESNIVEL EN AV. LÓPEZ MATEOS Y CALLE J. F. ELIZONDO EN LA CIUDAD DE AGUASCALIENTES,135000000,134865000
17,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,1,AGUASCALIENTES,"CONSOLIDACIÓN DEL CENTRO TURÍSTICO Y RECREATIVO ISLA SAN MARCOS ,   AGUASCALIENTES",40000000,39960000
18,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,1,AGUASCALIENTES,REHABILITACIÓN DEL CENTRO DE EDUCACIÓN AMBIENTAL Y RECREATIVO RODOLFO LANDEROS GALLEGOS DE LA CIUDAD DE AGUASCALIENTES,40000000,39960000
19,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,1,AGUASCALIENTES,"CONSTRUCCIÓN DE LA PUERTA SUR AL ESTADO DE AGUASCALIENTES ,   SEGUNDA ETAPA",10000000,9990000
20,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,1,AGUASCALIENTES,"INFRAESTRUCTURA MUNICIPAL EN AGUASCALIENTES ,   AGUASCALIENTES",6100000,1498500
21,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,1,AGUASCALIENTES,"REHABILITACIÓN DE CANCHAS Y CONSTRUCCIÓN DE GIMNASIO AL AIRE LIBRE INFONAVIT MORELOS ,   AGUASCALIENTES",2500000,0
22,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,1,AGUASCALIENTES,"INFRAESTRUCTURA PARA EL DESARROLLO MUNICIPAL DE AGUASCALIENTES ,   AGUASCALIENTES",100000000,19980000
23,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,2,ASIENTOS,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO ,   SEGUNDA ETAPA ,    CALLE 5 DE MAYO Y EMILIANO ZAPATA ,   COMUNIDAD LAS ADJUNTAS.",2314768,2312453.23
24,U076,FONDO DE APOYO EN INFRAESTRUCTURA Y PRODUCTIVIDAD,1,AGUASCALIENTES,2,Asientos,PAVIMENTO BIMBALETES ATLAS CALLE INDEPENDENCIA,1155000,1155000
25,U076,FONDO DE APOYO EN INFRAESTRUCTURA Y PRODUCTIVIDAD,1,AGUASCALIENTES,2,Asientos,PAVIMENTO CRISOSTOMOS CALLE EMILIANO ZAPATA,1000000,1000000
26,U076,FONDO DE APOYO EN INFRAESTRUCTURA Y PRODUCTIVIDAD,1,AGUASCALIENTES,2,Asientos,PAVIMENTO VIUDAS DE PONIENTE CALLE SIN NOMBRE,1680000,1680000
27,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,2,ASIENTOS,CONSTRUCCIÓN DE CANCHA DE FUTBOL RÁPIDO Y VELARIA,1535616,1534080.38
28,U091,FONDO DE CULTURA,1,AGUASCALIENTES,2,ASIENTOS,CONSTRUCCIÓN DE SALONES DE USOS MÚLTIPLES CULTURALES Y VELARÍA DE LA COMUNIDAD DE VILLA DE JUÁREZ,2800000,2797200
29,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,2,ASIENTOS,"CONSTRUCCIÓN DE BOULEVARD EN LA COMUNIDAD DE VILLA JUÁREZ ,   MUNICIPIO DE ASIENTOS ,   AGUASCALIENTES EN ASIENTOS ,   AGUASCALIENTES",6101115,0
30,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,3,CALVILLO,ALUMBRADO PÚBLICO Y BANQUETA CARRETERA POTRERO DE LOS LÓPEZ-FRACCIONAMIENTO MAGISTERIAL,800000,799200
31,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,3,CALVILLO,"CONCRETRO CALLE LAUREL Y CARRETERA ,   FRACCIONAMIENTO MAGISTERIAL-POTRERO DE LOS LÓPEZ",1200000,1198800
32,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,3,CALVILLO,INFRAESTRUCTURA MUNICIPAL EN CALVILLO,200000,199800
33,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,3,CALVILLO,"PAVIMENTACIÓN ESTAMPADO GUARNICIONES Y BANQUETAS ,   EN LAS CALLES DE: INDEPENDENCIA ,   IGNACIO ALLENDE ,   5 DE MAYO ,   Y ZARAGOZA ,   DE LA CABECERA MUNICIPAL ,   CALVILLO ,   AGS.",3500000,3496500
34,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,3,CALVILLO,REHABILITACIÓN DE ESPACIOS DE EVENTOS CIVÍCOS JARDIN DE NIÑOS MARIA ELENA CHANES,500000,499500
35,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,3,CALVILLO,"REHABILITACIÓN DE MURO JARDIN DE NIÑOS FEDERICO FROEBEL ,   MALPASO",400000,399600
36,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,3,CALVILLO,"REHABILITACIÓN DE SANITARIOS Y PISOS ESCUELA PRIMARIA NIÑOS HEROES ,   LOS ARCOS",400000,399600
37,U076,FONDO DE APOYO EN INFRAESTRUCTURA Y PRODUCTIVIDAD,1,AGUASCALIENTES,3,Calvillo,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO Y ALCANTARILLADO PLUVIAL DEL MUNICIPIO DE CALVILLO ,   AGUASCALIENTES",5179561.04,5179561.04
38,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,3,CALVILLO,"CONSTRUCCIÓN DE CAMPO DE FUTBOL RÁPIDO ,   EN LA COMUNIDAD DE EL CHIQUIHUITERO ,   CALVILLO ,   AGS.",2000000,1998000
39,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,3,CALVILLO,"CONSTRUCCIÓN Y EQUIPAMIENTO DE TROTAPISTA ,   GIMNASIO AL AIRE LIBRE ,   CALVILLO ,   AGS.",1000000,999000
40,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,3,CALVILLO,"REHABILITACIÓN CANCHA DE FUTBOL 7 ,   CALVILLO ,   AGS.",500000,499500
41,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,3,CALVILLO,"ALUMBRADO PARQUE DE BEISBOL ,   JALTICHE DE ABAJO",1000000,999000
42,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,3,CALVILLO,GRADAS EN EL LIENZO CHARRO OJO CALIENTE,800000,799200
43,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,3,CALVILLO,ELECTRIFICACIÓN EN ÁREA DEPORTIVA POTRERO DE LOS LÓPEZ,700000,699300
44,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,3,CALVILLO,CONSTRUCCIÓN CANCHA DE USOS MÚLTIPLES MALPASO,1000000,999000
45,U091,FONDO DE CULTURA,1,AGUASCALIENTES,3,CALVILLO,CONSTRUCCIÓN CASA DE CULTURA EL SALITRE,1100000,1098900
46,U091,FONDO DE CULTURA,1,AGUASCALIENTES,3,CALVILLO,"CONSTRUCCIÓN Y EQUIPAMIENTO DE TEATRO AL AIRE LIBRE EN EL CEMA ,   UBICADO EN LA CABECERA MUNICIPAL",3000000,2997000
47,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,3,CALVILLO,"INFRAESTRUCTURA MUNICIPAL EN CALVILLO ,   AGUASCALIENTES",5500000,0
48,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,3,CALVILLO,"REHABILITACIÓN DE PARQUE INFANTIL CABECERA MUNICIPAL DE CALVILLO ,   AGUASCALIENTES",2000000,1998000
49,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,3,CALVILLO,"REHABILITACIÓN DE UNIDAD DEPORTIVA JALTICHE DE ARRIBA ,   AGUASCALIENTES",2000000,1998000
50,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,3,CALVILLO,"PROYECTOS DE DESARROLLO REGIONAL EN EL MUNICIPIO DE CALVILLO ,   AGUASCALIENTES",37000000,11738250
51,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,4,COSÍO,"PAVIMENTACIÓN DE CALLE 16 DE SEPTIEMBRE ,   ENTRE CALLE ESTEBAN S. CASTORENA Y PRIVADA PINO SUÁREZ. COSÍO AGS.",923813,922889.19
52,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,4,COSÍO,"PAVIMENTACIÓN DE CALLE BENITO JUÁREZ ENTRE CALLE GUADALUPE VICTORIA Y CALLE S/N. ,   EN SANTA MARÍA DE LA PAZ ,   COSÍO ,   AGS. ,   CALLE MIGUEL HIDALGO ENTRE CALLE GUADALUPE VICTORÍA Y CALLE S/N.EN SANTA MARÍA DE LA PAZ ,   COSÍO ,   AGS. ,   CALLE GUADALUPE VICTORIA ENTRE CALLE BENITO JUÁREZ Y JOSEFA ORTIZ ,   EN SANTA MARÍA DE LA PAZ ,   COSÍO AGS.",785193,784407.81
53,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,4,COSÍO,"PAVIMENTACIÓN DE CALLE LÁZARO CÁRDENAS ENTRE CALLE REVOLUCIÓN Y CALLE REFORMA ,   REFUGIO DE PROVIDENCIA ,   COSÍO AGS.",590994,590403
54,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,4,COSÍO,"CONSTRUCCIÓN DE VELARIA EN MODULO DEPORTIVO ,   CONSTRUCCIÓN NUEVA",1017000,1015983
55,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,4,COSÍO,"CONSTRUCCIÓN DE LA PUERTA NORTE AL ESTADO DE AGUASCALIENTES ,   SEGUNDA ETAPA",20000000,19980000
56,U057,FONDO METROPOLITANO,1,AGUASCALIENTES,5,JESÚS MARÍA,CONSTRUCCIÓN DE COLECTOR PLUVIAL TEPETATES (QUINTA ETAPA),6700000,6693300
57,U057,FONDO METROPOLITANO,1,AGUASCALIENTES,5,JESÚS MARÍA,"MODERNIZACIÓN Y AMPLIACIÓN DE LA PROLONGACIÓN DE LA AVENIDA INDEPENDENCIA ,   TRAMO BULEVAR SIGLO XXI (TERCER ANILLO)-FRACCIONAMIENTO PASEOS DE AGUASCALIENTES ,   JESÚS MARÍA.",35000000,34965000
58,U057,FONDO METROPOLITANO,1,AGUASCALIENTES,5,JESÚS MARÍA,"PROYECTO EJECUTIVO PARA LA MODERNIZACIÓN DE LA IMAGEN URBANA DEL PRIMER CUADRO DE JESÚS MARÍA ,   PRIMERA ETAPA",1240000,1238760
59,U057,FONDO METROPOLITANO,1,AGUASCALIENTES,5,JESÚS MARÍA,ANÁLISIS COSTO BENEFICIO PARA LA MODERNIZACIÓN DE LA IMAGEN URBANA DEL PRIMER CUADRO DE JESÚS MARÍA.,249198,248948.8
60,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,5,JESÚS MARÍA,"CONSTRUCCIÓN DE LA SEGUNDA ETAPA DE CAMPO DE BEISBOL ,   UBICADO AL PONIENTE DE LA ZONA URBANA DEL MUNICIPIO",3000000,2997000
61,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,5,JESÚS MARÍA,"CONSTRUCCIÓN DE PAVIMENTACIÓN EN DIVERSAS CALLES DEL MUNICIPIO DE JESÚS MARÍA ,   AGUASCALIENTES",3500000,3496500
62,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,5,JESÚS MARÍA,"PROYECTOS DE INFRAESTRUCTURA MUNICIPAL EN EL MUNICIPIO DE JESUS MARÍA ,   AGUASCALIENTES",34400000,22677300
63,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,"REHABILITACIÓN DE PLAZA CÍVICA Y COMPLEMENTOS E.P. LIC. BENITO JUÁREZ DOMICILIO CONOCIDO S/N ,   EJIDO EL MEZQUITE.",400000,399600
64,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,"REHABILITACIÓN DE PLAZA CÍVICA Y COMPLEMENTOS E.P. MIGUEL ALEMÁN DOMICILIO CONOCIDO S/N ,   SECADORA ALEMÁN.",200000,199800
65,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,"REHABILITACIÓN DE PLAZA CÍVICA Y COMPLEMENTOS E.T.V. ENRIQUE OLIVARES SANTANA DOMICILIO CONOCIDO S/N ,   COMUNIDAD SAN LUIS DE LETRAS.",200000,199800
66,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,"REHABILITACIÓN DE PLAZA CÍVICA Y COMPLEMENTOS PRE ESCOLAR CONAFE DOMICILIO CONOCIDO S/N ,   COLONIA GÁMEZ OROZCO.",200000,199800
67,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,"REHABILITACIÓN DE PLAZA CÍVICA Y COMPLEMENTOS PRE ESCOLAR CONAFE DOMICILIO CONOCIDO S/N ,   COLONIA SAN AGUSTÍN.",200000,199800
68,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,"REHABILITACIÓN DE PLAZA CÍVICA Y COMPLEMENTOS PRE ESCOLAR ENRIQUE LAUBSCHER DOMICILIO CONOCIDO S/N ,   COMUNIDAD DE SANTIAGO.",200000,199800
69,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,"REHABILITACIÓN DE PLAZA CÍVICA Y COMPLEMENTOS PRE ESCOLAR JUAN JOSÉ DE LOS REYES DOMICILIO CONOCIDO S/N ,   COMUNIDAD DE GARABATO.",200000,199800
70,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,"REHABILITACIÓN DE PLAZA CÍVICA Y COMPLEMENTOS PRE ESCOLAR OTTO GRANADOS ROLDAN CALLE C. GONZÁLEZ Y AVENIDA AYUNTAMIENTO S/N ,   COLONIA JARDINES DE PABELLÓN",200000,199800
71,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,"REHABILITACIÓN DE PLAZA CÍVICA Y COMPLEMENTOS PRE ESCOLAR VICENTE SUAREZ CALLE BENITO JUÁREZ S/N. ,   COLONIA OJO ZARCO",200000,199800
72,U076,FONDO DE APOYO EN INFRAESTRUCTURA Y PRODUCTIVIDAD,1,AGUASCALIENTES,6,Pabellón de Arteaga,CONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES CON VELARIA Y CONSTRUCCIÓN DE VELARIA EN PATIO CENTRAL DEL COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICO DEL ESTADO DE AGUASCALIENTES (CECYTEA),1565363.75,1565363.75
73,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,"CONSTRUCCIÓN DE VELARIA DE CANCHA DE USOS MÚLTIPLES Y COMPLEMENTOS ,   ESCUELA PRIMARIA BENITO JUÁREZ ",559706,559146.3
74,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,"CONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES Y COMPLEMENTOS ,   ESCUELA PRIMARIA LIC. ADOLFO LOPEZ MATEOS",1055247,1054191.75
75,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,"CONSTRUCCIÓN  DE CANCHA DE USOS MÚLTIPLES Y COMPLEMENTOS ,   ESCUELA PRIMARIA MIGUEL HIDALGO",1055247,1054191.75
76,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,"CONSTRUCCIÓN  DE CANCHA DE USOS MÚLTIPLES Y COMPLEMENTOS ,   CENTRO DE BACHILLERATO TECNOLÓGICO NO.30",1631000,1629369
77,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,CONSTRUCCIÓN DE PARQUE Y REHABILITACIÓN DE CANCHAS DEPORTIVAS FRACCIONAMIENTO FRANCISCO VILLA,5107000,5101893
78,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,REHABILITACIÓN DE CANCHA DE FÚTBOL RÁPIDO,3407000,3403593
79,U091,FONDO DE CULTURA,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,REHABILITACIÓN TEATRO BICENTENARIO,1969817,1967847.18
80,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,7,RINCÓN DE ROMOS,"PAVIMENTACIÓN DE GUARNICIONES ,   BANQUETAS ,   AMPLIACIÓN DE RED ELÉCTRICA Y ALUMBRADO PÚBLICO DE CALLE PROLONGACIÓN MIGUEL HIDALGO Y ZAPOTE ,   COL. SAN JOSÉ ,    RINCÓN DE ROMOS ,   AGS.",600000,599400
81,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,7,RINCÓN DE ROMOS,"PAVIMENTACIÓN ,   DE GUARNICIONES ,   BANQUETAS ,   AMPLIACIÓN DE RED ELÉCTRICA Y ALUMBRADO PÚBLICO ,   CALLE GILBERTO ROMO NÁJERA ,   FRACC. SOLIDARIDAD ,   LOCALIDAD RINCÓN DE ROMOS ,   AGS.",1500000,1498500
82,U076,FONDO DE APOYO EN INFRAESTRUCTURA Y PRODUCTIVIDAD,1,AGUASCALIENTES,7,Rincón de Romos,"PAVIMENTACIÓN DE CALLE 16 DE SEPTIEMBRE ,   ENTRE CALLE INSURGENTES Y CALLE FRANCISCO GUEL JIMÉNEZ",2222104,2222104
83,U076,FONDO DE APOYO EN INFRAESTRUCTURA Y PRODUCTIVIDAD,1,AGUASCALIENTES,7,Rincón de Romos,"PAVIMENTACIÓN DE CALLE 16 DE SEPTIEMBRE ,   ENTRE CALLE MOTOLINIA Y CALLE OBREGÓN",3173119,3173119
84,U076,FONDO DE APOYO EN INFRAESTRUCTURA Y PRODUCTIVIDAD,1,AGUASCALIENTES,7,Rincón de Romos,PAVIMENTACIÓN DE CALLE 5 DE MAYO,2795075,2795075
85,U076,FONDO DE APOYO EN INFRAESTRUCTURA Y PRODUCTIVIDAD,1,AGUASCALIENTES,7,Rincón de Romos,PAVIMENTACIÓN DE LA CALLE DR. FCO. GUEL JIMÉNEZ,3418676,3418676
86,U076,FONDO DE APOYO EN INFRAESTRUCTURA Y PRODUCTIVIDAD,1,AGUASCALIENTES,7,Rincón de Romos,PAVIMENTACIÓN DE LA CALLE HEROICO COLEGIO MILITAR,3032357,3032357
87,U076,FONDO DE APOYO EN INFRAESTRUCTURA Y PRODUCTIVIDAD,1,AGUASCALIENTES,7,Rincón de Romos,PAVIMENTACIÓN DE LA CALLE POLIFORUM,357698,357698
88,U091,FONDO DE CULTURA,1,AGUASCALIENTES,7,RINCÓN DE ROMOS,CENTRO DE DESARROLLO COMUNITARIO,2400000,2397600
89,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,7,RINCÓN DE ROMOS,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRAÚLICO ,   AV. EJÉRCITO NACIONAL ,   COL. SANTA ELENA ,   EN EL MUNICIPIO DE RINCÓN DE ROMOS ,   AGUASCALIENTES",2300000,0
90,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,7,RINCÓN DE ROMOS,"CONSTRUCCIÓN DE PAVIMENTO HIDRAÚLICO ,   AV. 20 DE NOVIEMBRE ,   MAGISTERIAL II ,   EN EL MUNICIPIO RINCÓN DE ROMO ,   AGUASCALIENTES",2700000,0
91,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,7,RINCÓN DE ROMOS,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO ,   AV. RUTA DE LA PLATA (ENTRE ÁLVARO OBREGÓN Y CARR. 22) ,   RINCÓN DE ROMOS",5000000,0
92,U075,FONDO PARA LA ACCESIBILIDAD DE LAS PERSONAS CON DISCAPACIDAD,1,AGUASCALIENTES,8,SAN JOSÉ DE GRACIA,“ADQUISICIÓN DE AUTOBÚS PARA PERSONAS CON DISCAPACIDAD PARA BRINDAR SERVICIO AL MUNICIPIO DE SAN JOSÉ DE GRACIA”,1901951,1901951
93,U091,FONDO DE CULTURA,1,AGUASCALIENTES,8,SAN JOSÉ DE GRACIA,"CASA DE LA CULTURA  "" LA HACIENDA DE PAREDES "" ",1508102,1506593.9
94,U091,FONDO DE CULTURA,1,AGUASCALIENTES,8,SAN JOSÉ DE GRACIA,"CENTRO DE ARTES  "" LA CONGOJA "" ",854267,853412.73
95,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,9,TEPEZALÁ,"PAVIMENTACIÓN DE  CALLE LA PRINCESA ,   UBICACIÓN ENTRE SALVADOR DÍAZ MIRÓN Y CHOLULA ,   COLONIA CHOLULA TEPEZALÁ ",729549,728819.45
96,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,1,AGUASCALIENTES,9,TEPEZALÁ,"PAVIMENTACIÓN DE CALLE FRANCISCO I MADERO ,   UBICACIÓN ENTRE ABASOLO Y VICENTE GUERRERO ,   COLONIA CENTRO TEPEZALÁ",555683,555127.32
97,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,9,TEPEZALÁ,CONSTRUCCIÓN DE PISTA DE PATINAJE,461358,460896.64
98,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,10,EL LLANO,"CONSTRUCCIÓN  DE CANCHA DE USOS MÚLTIPLES Y COMPLEMENTOS ,   ESCUELA MIGUEL HIDALGO",550900,550349.1
99,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,1,AGUASCALIENTES,10,EL LLANO,"CONSTRUCCIÓN  DE CANCHA DE USOS MÚLTIPLES Y COMPLEMENTOS ,   ESCUELA JOSE MARIA CHÁVEZ",526000,525474
