NUM_PPI,MODALIDAD_PP,DESC_PP,ID_ENTIDAD_FEDERATIVA,ENTIDAD_FEDERATIVA,ID_MUNICIPIO,MUNICIPIO,DESC_PPI,MONTO_APROBADO,MONTO_PAGADO
488,U057,FONDO METROPOLITANO,5,COAHUILA,35,TORREÓN,CONSTRUCCIÓN DEL LIBRAMIENTO LA PARTIDA (PROYECTO EJECUTIVO),1000000,999000
489,U057,FONDO METROPOLITANO,5,COAHUILA,35,TORREÓN,CONSTRUCCIÓN DEL PASEO MORELOS (SEGUNDA ETAPA),35000000,34965000
490,U057,FONDO METROPOLITANO,5,COAHUILA,35,TORREÓN,MODERNIZACIÓN DEL BULEVAR REVOLUCIÓN DE LA CALLE DIANA LAURA  A CD. UNIVERSITARIA,35000000,34965000
491,U057,FONDO METROPOLITANO,5,COAHUILA,35,TORREÓN,CONSTRUCCIÓN DE TERRACERÍAS PARA BORDO DE PROTECCIÓN DE  LAS AVENIDAS MÁXIMAS EXTRAORDINARIAS EN LA MARGEN DERECHA DEL CAUCE DEL RIO NAZAS  PARA UN TRANSITO 1750 M3/SEG EN LA CIUDAD DE TORREÓN COAHUILA 1A ETAPA ENTRE EL PUENTE FALCÓN Y EL PUENTE COBIÁN,20700000,20679300
492,U057,FONDO METROPOLITANO,5,COAHUILA,35,TORREÓN,MODERNIZACIÓN DE LA CARRETERA A MIELERAS DEL ENTRONQUE EL ESTERITO AL ACCESO DEL PARQUE INDUSTRIAL CENTENARIO (INFRAESTRUCTURA EN EL PARQUE INDUSTRIAL CENTENARIO EN LA ZONA DE MIELERAS),20000000,19980000
493,U057,FONDO METROPOLITANO,5,COAHUILA,35,TORREÓN,MODERNIZACIÓN DE LA CARRETERA ANTIGUA A SAN PEDRO (SEGUNDA ETAPA),12233556,12221322
494,U057,FONDO METROPOLITANO,5,COAHUILA,35,TORREÓN,CONSTRUCCIÓN DEL PASO SUPERIOR VEHICULAR EN AVENIDA BRAVO Y PERIFÉRICO RAÚL LÓPEZ SÁNCHEZ (SEGUNDA ETAPA),30000000,29970000
495,U057,FONDO METROPOLITANO,5,COAHUILA,35,TORREÓN,"INTRODUCCIÓN DE RED DE AGUA POTABLE EN COLONIAS DEL PONIENTE DE LA CIUDAD DE TORREÓN (SAN JOAQUÍN ,   CONSTANCIA ,   TORREÓN Y ANEXAS ,   DURANGUEÑA ,   NUEVO MÉXICO ,   CALERA SOLARES ,   CALERA MARTÍNEZ ,   GUADALUPE ,   JACOBO MAYER Y ANTIGUA ACEITERA)",30000000,29970000
496,U057,FONDO METROPOLITANO,5,COAHUILA,35,TORREÓN,CONSTRUCCIÓN DEL PARQUE LINEAL RÍO NAZAS (SEGUNDA ETAPA),4300000,4295700
497,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,5,COAHUILA,35,TORREÓN,PAVIMENTACIÓN DE CALLES EN LA COLONIA  LÁZARO CÁRDENAS,1500000,1498500
498,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,5,COAHUILA,35,TORREÓN,PAVIMENTACIÓN DE CALLES EN LA COLONIA ZARAGOZA SUR,5500000,5494500
499,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,5,COAHUILA,35,TORREÓN,CONSTRUCCIÓN DE UNIDAD DEPORTIVA LA JABONERA,9000000,8991000
500,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,5,COAHUILA,35,TORREÓN,CONSTRUCCIÓN DE POLIDEPORTIVO ORIENTE EN LA PAZ 1A ETAPA,18000000,17982000
501,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,5,COAHUILA,35,TORREÓN,CONSTRUCCIÓN TECHO ESTRUCTURA CANCHAS UNIVERSIDAD TECNOLÓGICA DE TORREÓN,4000000,3996000
502,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,5,COAHUILA,35,TORREÓN,CONSTRUCCIÓN PARQUE BÉISBOL INFANTIL COL. COMPRESORA 2A ETAPA,9000000,8991000
503,U128,PROYECTOS DE DESARROLLO REGIONAL,5,COAHUILA,35,TORREÓN,"CONSTRUCCIÓN TELEFÉRICO CRISTO DE LAS NOAS - PASEO MORELOS ,   EN EL MUNICIPIO DE TORREÓN ,   COAHUILA DE ZARAGOZA",60000000,0
504,U128,PROYECTOS DE DESARROLLO REGIONAL,5,COAHUILA,35,TORREÓN,"CONSTRUCCIÓN PARQUE LINEA VERDE ORIENTE 2A ETAPA ,   EN EL MUNICIPIO DE TORREÓN ,   COAHUILA DE ZARAGOZA",14000000,0
505,U128,PROYECTOS DE DESARROLLO REGIONAL,5,COAHUILA,35,TORREÓN,"REHABILITACIÓN DEL BOULEVARD INDEPENDENCIA EN EL MUNICIPIO DE TORREÓN ,   COAHUILA DE ZARAGOZA",30000000,29970000
506,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,5,COAHUILA,36,VIESCA,PAVIMENTACIÓN DE CALLES EN EL EJIDO BOQUILLAS DE LAS PERLAS,1000000,999000
507,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,5,COAHUILA,36,VIESCA,PAVIMENTACIÓN DE CALLES EN EL EJIDO LA VENTANA ,1000000,999000
508,U076,FONDO DE APOYO EN INFRAESTRUCTURA Y PRODUCTIVIDAD,5,COAHUILA,36,Viesca,REHABILITACIÓN Y CONSTRUCCIÓN (SEGUNDA ETAPA) DE LA UNIDAD DEPORTIVA MUNICIPAL DE VIESCA COAHUILA ,10000000,10000000
509,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,5,COAHUILA,36,VIESCA,CONSTRUCCIÓN CAMPO BÉISBOL CAMPO SINTÉTICO EJIDO ZAPATA,4500000,4495500
510,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,5,COAHUILA,36,VIESCA,CONSTRUCCIÓN CAMPO FUTBOL URUGUAYO PASTO SINTÉTICO EJIDO LA VENTANA,2500000,2497500
511,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,5,COAHUILA,36,VIESCA,CONSTRUCCIÓN CANCHA FUTBOL URUGUAYO PASTO SINTÉTICO EJIDO MIELERAS,2500000,2497500
512,U057,FONDO METROPOLITANO,5,COAHUILA,999,COBERTURA ESTATAL,"CONSTRUCCIÓN DE PASO SUPERIOR VEHICULAR EN LA COLONIA ANALCO EN RAMOS ARIZPE ,   COAHUILA",53977276,53923299
513,U057,FONDO METROPOLITANO,5,COAHUILA,999,COBERTURA ESTATAL,CONSTRUCCIÓN DEL PASO SUPERIOR VEHICULAR EN BULEVAR GALAZ Y CALLE SAN LUIS EN CASTAÑOS (PRIMERA ETAPA),57432116,57374684
514,U057,FONDO METROPOLITANO,5,COAHUILA,999,PIEDRAS NEGRAS; NAVA,PROLONGACIÓN DEL LIBRAMIENTO VENUSTIANO CARRANZA PARA EL ENLACE DE LA CARRETERA FEDERAL 2 A LA CARRETERA FEDERAL 57,20591080,20570489
515,U057,FONDO METROPOLITANO,5,COAHUILA,999,MATAMOROS; TORREÓN,MODERNIZACIÓN DEL BULEVAR TORREÓN-MATAMOROS (SEGUNDA ETAPA),39000000,38961000
516,U057,FONDO METROPOLITANO,5,COAHUILA,999,COBERTURA ESTATAL,PUENTE LÁZARO CÁRDENAS - FALCÓN (SEGUNDA ETAPA COAHUILA),70000000,69930000
517,U075,FONDO PARA LA ACCESIBILIDAD DE LAS PERSONAS CON DISCAPACIDAD,5,COAHUILA,999,PIEDRAS NEGRAS; TORREÓN,"ADQUISICIÓN DE VEHÍCULOS ESPECIALES PARA TRANSPORTE DE PERSONAS CON DISCAPACIDAD DE LOS MUNICIPIOS DE PIEDRAS NEGRAS Y TORREÓN ,   COAHUILA",14312129,14312129
518,U091,FONDO DE CULTURA,5,COAHUILA,999,COBERTURA ESTATAL,"REHABILITACIÓN ,   MODERNIZACIÓN Y EQUIPAMIENTO DE LOS ESPACIOS CULTURALES EN COAHUILA",4531000,4526469
519,U091,FONDO DE CULTURA,5,COAHUILA,999,COBERTURA ESTATAL,"REHABILITACIÓN Y EQUIPAMIENTO DEL TEATRO DE LA CIUDAD  "" FERNANDO SOLER ""  SEGUNDA ETAPA EN SALTILLO",2250000,2247750
520,U091,FONDO DE CULTURA,5,COAHUILA,999,COBERTURA ESTATAL,REHABILITACIÓN Y EQUIPAMIENTO DEL TEATRO DE LA CIUDAD DE MONCLOVA SEGUNDA ETAPA,2250000,2247750
521,U091,FONDO DE CULTURA,5,COAHUILA,999,COBERTURA ESTATAL,REHABILITACIÓN DEL CENTRO DE LAS LETRAS OSCAR FLORES TAPIA EN SALTILLO,1500000,1498500
522,U091,FONDO DE CULTURA,5,COAHUILA,999,COBERTURA ESTATAL,REHABILITACIÓN DEL CENTRO CULTURAL VITO ALESSIO ROBLES,7000000,6993000
523,U128,PROYECTOS DE DESARROLLO REGIONAL,5,COAHUILA,999,COBERTURA ESTATAL,PROGRAMA DE CONSTRUCCIÓN Y REHABILITACIÓN DE INFRAESTRUCTURA EDUCATIVA,50000000,4678890.43
524,U128,PROYECTOS DE DESARROLLO REGIONAL,5,COAHUILA,999,COBERTURA ESTATAL,PROGRAMA ESTATAL DE PAVIMENTACIÓN CON CONCRETO HIDRÁULICO,80000000,79920000
525,U128,PROYECTOS DE DESARROLLO REGIONAL,5,COAHUILA,999,COBERTURA ESTATAL,PROGRAMA DE TECHUMBRES,30000000,0
526,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,1,ARMERÍA,PAVIMENTACIÓN EN SU TOTALIDAD DE LA VIALIDAD PRINCIPAL EN LA COMUNIDAD DE RINCÓN DE LÓPEZ,1000000,999000
527,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,1,ARMERÍA,TECHUMBRE CANCHA DEPORTIVA COMUNIDAD AGUSTO GÓMEZ,1641666,1640024.33
528,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,1,ARMERÍA,CANCHA DE USOS MÚLTIPLES COLONIA INDEPENDENCIA,800000,799200
529,U057,FONDO METROPOLITANO,6,COLIMA,2,COLIMA,"ELABORACIÓN DE ESTUDIO Y PROYECTO EJECUTIVO:  "" REMODELACIÓN DE LOS PORTALES DEL CENTRO HISTÓRICO DE COLIMA "" ",459749.01,459289.3
530,U057,FONDO METROPOLITANO,6,COLIMA,2,COLIMA,MEJORAMIENTO DE ESPACIOS PÚBLICOS,7610305.08,7602694.8
531,U057,FONDO METROPOLITANO,6,COLIMA,2,COLIMA,MEJORAMIENTO DE LA INFRAESTRUCTURA PARA LA ATENCIÓN DE SERVICIOS,5555693.88,5550138.2
532,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,2,COLIMA,"CANCHA DE FUTBOL RÁPIDO DEL POLIDEPORTIVO DE LA UNIVERSIDAD DE COLIMA UBICADO EN AV. DEL ESTUDIANTE ESQUINA AV. GONZALO DE SANDOVAL ,   COLONIA LAS VÍBORAS ",300000,299700
533,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,2,COLIMA,"ESC. PRIM.  "" ALEJANDRO FLORES GARIBAY ""  TM ,   REPARACIÓN E IMPERMEABILIZACIÓN DE TECHOS Y REPARACIÓN DE VENTANALES",500000,499500
534,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,2,COLIMA,"ESC. PRIM.  "" SALVADOR ALLENDE ""  T.M. REPARACIÓN Y AMPLIACIÓN DE BEBEDEROS Y TECHADO DEL PATIO CÍVICO.",1200000,1198800
535,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,2,COLIMA,MODERNIZACIÓN CALLE CONSTITUCIÓN ZONA CENTRO,5271000,5265729
536,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,2,COLIMA,PAVIMENTACIÓN DE CALLES VARIAS Y CONSTRUCCIÓN DE BANQUETAS PARQUE INDUSTRIAL,3000000,2997000
537,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,2,COLIMA,"REHABILITACIÓN DEL JARDÍN DE NIÑOS  "" ROSA MUÑOZ MUÑOZ ""  TM ,   ",350000,349650
538,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,2,COLIMA,TECHADO CANCHA DE USOS MÚLTIPLES ,4683332,4678648.67
539,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,2,COLIMA,"TECHADO DE CANCHA CASA HOGAR  "" SAN JOSE "" ",350000,349650
540,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,2,COLIMA,"REHABILITACIÓN DE PROYECTO DE INFRAESTRUCTURA DEPORTIVA EN ESC. SEC.  "" MANUEL SANDOVAL VALLARTA "" ",500000,499500
541,U091,FONDO DE CULTURA,6,COLIMA,2,COLIMA,SALÓN DE ACTIVIDADES CULTURALES MÚLTIPLES MUJER DANZA,2832000,2829168
542,U091,FONDO DE CULTURA,6,COLIMA,2,COLIMA,CONSTRUCCIÓN Y EQUIPAMIENTO SALÓN DE ACTIVIDADES CULTURALES MÚLTIPLES MUJER DANZA,1000000,999000
543,U091,FONDO DE CULTURA,6,COLIMA,2,COLIMA,"REHABILITACIÓN CENTRO DE DANZA  "" MUJER DANZA "" ",1000000,999000
544,U091,FONDO DE CULTURA,6,COLIMA,2,COLIMA,REHABILITACIÓN CONSERVACIÓN DE PATRIMONIO CULTURAL,350000,349650
545,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,3,COMALA,"CONSTRUCCIÓN DE TECHUMBRE DEL PATIO CÍVICO DE LA SECUNDARIA TÉCNICA NO. 5 ,   CÓMALA ,   COL. ",1700000,1698300
546,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,3,COMALA,"UNIVERSIDAD DE COLIMA ,   BACHILLERATO TÉCNICO NO. 17 CLAVE: 06UCT0025A Y BACHILLERATO TÉCNICO NO. 25 CLAVE: 06UCT0017S.- CONSTRUCCIÓN DE AULA DIDÁCTICA. EJIDAL PEDREGAL S/N ,   LA TRINIDAD ,   28450 COMALA ,   COLIMA",1200000,1198800
547,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,3,COMALA,UNIDAD DEPORTIVA COMALÁ,1170833,1169662.17
548,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,3,COMALA,"CONSTRUCCIÓN DE TECHUMBRE Y REHABILITACIÓN DE CANCHA EN EL BARRIO SAN JUAN ,   ZACUALPAN -COMALA",1000000,999000
549,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,3,COMALA,"REHABILITACIÓN CANCHA ,   COMUNIDAD ZACUALPAN",1600000,1598400
550,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,3,COMALA,CONSTRUCCIÓN DE TECHUMBRE Y REHABILITACIÓN DE CANCHA EN LA COMUNIDAD DE LA BECERRERA.,1690870,1689179.13
551,U091,FONDO DE CULTURA,6,COLIMA,3,COMALA,REHABILITACIÓN CENTRO INTERACTIVO DE CULTURA AMBIENTAL,4500000,4495500
552,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,4,COQUIMATLÁN,"CONSTRUCCIÓN DE EMPEDRADOS Y MURO DE CONTENCIÓN EN LA COMUNIDAD DE LA SIDRA ,   MUNICIPIO DE COQUIMATLÁN.  ",869000,868131
553,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,4,COQUIMATLÁN,CONSTRUCCIÓN DEL TECHO DE ESTRUCTURA METÁLICA DE LA CANCHA DE LA SECUNDARIA TÉCNICA NO. 14 FELIPE SEVILLA DEL RÍO EN LA COMUNIDAD DE PUEBLO JUÁREZ DE COQUIMATLÁN. ,1080000,1078920
554,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,4,COQUIMATLÁN,"CONSTRUCCIÓN DEL TECHO DE LA ESTRUCTURA METÁLICA DE LA CANCHA DE LA SECUNDARIA TÉCNICA NO. 2 ,   SUSANA ORTIZ SILVA DE LA CABECERA MUNICIPAL DE COQUIMALTLÁN. ",1080000,1078920
555,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,4,COQUIMATLÁN,TECHADO DE PATIO CÍVICO DE LA ESCUELA PRIMARIA JESÚS ALCARAZ. COL. LAS MORAS. CABECERA MUNICIPAL DE COQUIMATLÁN. CLAVE: 06DPR0067Z,1200000,1198800
556,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,4,COQUIMATLÁN,TECHADO CANCHA DE USOS MÚLTIPLES ,1170833,1169662.17
557,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,4,COQUIMATLÁN,SUMINISTRO Y COLOCACIÓN DE MALLA CICLÓN Y KIT PARA RAYOS,1170833,1169662.17
558,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,4,COQUIMATLÁN,CONSTRUCCIÓN DE TECHADO ESTRUCTURA METÁLICA DE LA CANCHA DE LA UNIDAD DEPORTIVA DE PUEBLA JUÁREZ,1070833,1069762.16
559,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,4,COQUIMATLÁN,"CONSTRUCCIÓN DE TECHO ESTRUCTURA METÁLICA DE LA CANCHA DE LA UNIDAD  DEPORTIVA SUR  "" LAS MORAS ""  ,   COLONIA LAS MORAS",1100000,1098900
560,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,4,COQUIMATLÁN," CANCHA DE LA UNIDAD DEPORTIVA SUR  "" LAS MORAS "" ",1000000,999000
561,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,4,COQUIMATLÁN," SECUNDARIA TEC. NO. 14 ,    "" FELIPE SEVILLA DEL RÍO ""  ,   CONSTRUCCIÓN DEL TECHO DE ESTRUCTURA METÁLICA DE LA CANCHA. ",963788,962824.21
562,U128,PROYECTOS DE DESARROLLO REGIONAL,6,COLIMA,4,COQUIMATLÁN,"SUSTITUCIÓN DE RED DE DRENAJE Y DESCARGAS DOMICILIARIAS DE LAS CALLES MIGUEL HIDALGO Y GUADALUPE VICTORIA EN LA COMUNIDAD DE PUEBLO JUÁREZ ,   COLIMA",726470,0
563,U128,PROYECTOS DE DESARROLLO REGIONAL,6,COLIMA,4,COQUIMATLÁN,"SUSTITUCIÓN DE RED DE AGUA POTABLE Y TOMAS DOMICILIARIAS DE LAS CALLES MIGUEL HIDALGO Y GUADALUPE VICTORIA EN LA COMUNIDAD DE PUEBLO JUÁREZ ,   COLIMA",328370,0
564,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,5,CUAUHTÉMOC,CONSTRUCCIÓN CALLES VARIAS,1000000,999000
565,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,5,CUAUHTÉMOC,"ELECTRIFICACION EN COLONIA SANTA MARIA ,   QUESERIA ",500000,499500
566,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,5,CUAUHTÉMOC,TECHADO CANCHA ESC PRIM JUVENTINO ROSAS EN BUENAVISTA,920833,919912.17
567,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,6,IXTLAHUACÁN,CANCHA DE USOS MÚLTIPLES COMUNIDAD PLAN DEL ZAPOTE,500000,499500
568,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,"CANCHA DE FUTBOL RÁPIDO DEL POLIDEPORTIVO DE LA UNIVERSIDAD DE COLIMA CAMPUS MANZANILLO ,   UBICADO EN GLORIETA DE SAN PEDRITO ,   ENTRE MUSEO DE ARQUEOLOGÍA Y EDIFICIO DE LA FEDERACIÓN DE ESTUDIANTES DE COLIMA COL. SAN PEDRITO ,   MANZANILLO ,   COLIMA. ",300000,299700
569,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,"CONCRETO HIDRÁULICO EN LA TOTALIDAD DE LA AV. LA JOYA ,   EN LA DELEG.  DE SALAHUA",700000,699300
570,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,CONSTRUCCIÓN ÁREA RECREATIVA FRACC. SANTA CAROLINA,250000,249750
571,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,"CONSTRUCCIÓN AULA CON MOBILIARIO Y EQUIPO ,   UNIVERSIDAD TECNOLOGÍCA DE MANZANILLO",900000,899100
572,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,"CONSTRUCCIÓN CAFETERIAS BACH 8 ,   9 Y 10 ,   UNIVERSIDAD DE COLIMA",900000,899100
573,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,CONSTRUCCIÓN CANCHA DE USOS MULTIPLES Y TECHUMBRES CONALEP ,900000,899100
574,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,CONSTRUCCIÓN CONCRETO HIDRÁULICO CALLE TABACHIN FRACC. ARBOLEDAS SALAGUA ,800000,799200
575,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,"CONSTRUCCIÓN DE LA SEGUNDA ETAPA DEL CENTRO DE INVESTIGACIÓN EN ENERGÍAS RENOVABLES DE LA UNIVERSIDAD TECNOLÓGICA DE MANZANILLO. CAMINO HACIA LAS HUMEDADES S/N ,   COLONIA SALAHUA. CLAVE: 06EUT0001P",1000000,999000
576,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,"CONSTRUCCIÓN DE LABORATORIO Y SALA DE MAESTROS DEL BACHILLERATO 27 (CLAVE 06UCT0027Z) UNIVERSIDAD DE COLIMA ,   EN SANTIAGO MANZANILLO",3000000,2997000
577,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,DIVERSAS OBRAS DE INFRAESTRUCTURA MUNICIPAL EN MANZANILLO,2500000,2497500
578,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO EN LA TOTALIDAD DE LA CALLE MERCURIO DEL BARRIO 4 ,   DELEG. VALLE DE LAS GARZAS",500000,499500
579,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO Y ALUMBRADO PÚBLICO EN LA CALLE PRIVADA LAS GAVIOTAS ,   COL. LAS HIGUERAS PLAYA AZUL",400000,399600
580,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,"PAVIMENTACIÓN CONCRETO ASFÁLTICO CALLE ESCALARIA ,   FRACC. MARIMAR 2",500000,499500
581,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,"PAVIMENTACIÓN CONCRETO ASFÁLTICO CALLE RIO LERMA ,   COL. OBRERA ",300000,299700
582,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,"PAVIMENTACIÓN CONCRETO HIDRÁULICO CALLE 28 DE AGOSTO ,   COL. CENTRO SANTIAGO",1400000,1398600
583,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,"PAVIMENTACIÓN CONCRETO HIDRÁULICO CALLE E ZAPATA ,   COL. CENTRO SALAGUA",1350000,1348650
584,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,"PAVIMENTACIÓN CONCRETO HIDRÁULICO CALLE ESMERALDA ,   COL. LOMAS DE SANTIAGO",900000,899100
585,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,"PAVIMENTACIÓN CONCRETO HIDRÁULICO CALLE JUAN ALVAREZ ,   COL. FRANCISCO VILLA",900000,899100
586,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,REHABILITACIÓN DE TECHUMBRE Y MANTENIMIENTO DE AULAS EN LA ESCUELA ISMAEL AGUAYO FIGUEROA (CLAVE  06DPR0049J) DELEG. SALAGUA,400000,399600
587,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,SENDERO PEDESTRE Y CICLOVÍA DE LA COMUNIDAD DE COLOMOS A UNIDAD DEPORTIVA DEL COLOMO,1000000,999000
588,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,6,COLIMA,7,MANZANILLO,"UNIVERSIDAD DE COLIMA ,   BACHILLERATO TÉCNICO NÚM. 14.- CONSTRUCCIÓN DE AULA DIDÁCTICA.  PROLONGACIÓN IGNACIO ZARAGOZA S/N COL. NORIEGA PIZANO. CLAVE: 06UCT0014V2 ",1200000,1198800
589,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,7,MANZANILLO,TECHADO DE CANCHA DE USOS MÚLTIPLES,941666,940724.33
590,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,7,MANZANILLO,REHABILITACIÓN CANCHA DE USOS MÚLTIPLES ,470833,470362.17
591,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,7,MANZANILLO,REHABILITACIÓN DE UNIDAD DEPORTIVA,470833,470362.17
592,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,7,MANZANILLO,CONSTRUCCIÓN Y EQUIPAMIENTO ALBERCA MARINA 2A ETAPA,470833,470362.17
593,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,7,MANZANILLO,CONSTRUCCIÓN CANCHA FUTBOL AMERICANO VALLE DE LAS GARZAS,470833,470362.17
594,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,7,MANZANILLO,TECHADO CANCHA USOS MÚLTIPLES UNIDAD DEPORTIVA,670833,670162.16
595,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,7,MANZANILLO,TECHUMBRE USOS MÚLTIPLES ESC. HELLEN KELLER,700000,699300
596,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,7,MANZANILLO,"CANCHA USOS MÚLTIPLES COLONIA PÍPILA ,   COMUNIDAD SANTIAGO",800000,799200
597,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,7,MANZANILLO,"CANCHA DE USOS MÚLTIPLES FRACC. VALLE DEL CORAL ,   COMUNIDAD SANTIAGO",600000,599400
598,U088,FONDO DE INFRAESTRUCTURA DEPORTIVA,6,COLIMA,7,MANZANILLO,"TECHUMBRE DE USOS MÚLTIPLES FRACC. ARBOLEDAS ,   COMUNIDAD SALAGUA",700000,699300
